epoch,step,n_episodes,success_rate,collision_rate,avg_reward,avg_reward_std,avg_dist_to_goal_mean,avg_dist_to_goal_std,final_dist_to_goal_mean,final_dist_to_goal_std,trajectory_error_mean,trajectory_error_std,path_length_mean,path_length_std,episode_steps_mean,episode_steps_std,episode_time_mean,episode_time_std,total_reward_mean,total_reward_std
1,2141,10,0.1,0.8,-26.4536070790476,40.827768011531234,5.891874005074105,2.9861775596674174,6.02767629831081,3.308473594889001,1.558212470659872,0.8878310537993893,8.657919405417065,5.282881309947513,50.3,25.822664463606387,15.089999999999998,7.746799339081915,-26.4536070790476,40.827768011531234
2,6420,10,0.0,0.8,-44.276824201917194,13.285876206689222,6.540322423143179,1.918065923573466,4.886646412418392,3.3823249938222375,2.9710447276353276,1.4992541645391302,21.735113542898386,17.982086138556014,49.9,30.174326835904726,14.969999999999999,9.052298050771418,-44.276824201917194,13.285876206689222
3,9415,10,0.4,0.2,-21.1734311208681,51.99309340412616,4.900631118017251,2.293977914756793,3.1130125508205397,3.011511903690584,1.8351331724984274,1.2042158450616134,21.076388003996325,13.826044929503738,64.4,42.18340906090924,19.32,12.655022718272773,-21.1734311208681,51.99309340412616
4,13392,10,0.0,0.3,-29.517183127042863,42.6341991540717,5.802354419814287,2.170459034975667,5.716060464022439,2.2369728957998958,0.8762875275736152,0.22068017593401698,52.61754697511981,32.44194224518665,72.2,42.599999999999994,21.66,12.779999999999998,-29.517183127042863,42.6341991540717
5,21692,10,0.5,0.5,-11.853076682723504,58.016035895381165,3.622100604445591,1.9424624767655927,1.6269899276155158,1.688606635178363,0.4764016220774404,0.4207266644404496,6.155949633355173,2.9573982383270585,12.2,4.833218389437829,3.6599999999999993,1.4499655168313488,-11.853076682723504,58.016035895381165
6,25116,10,0.5,0.4,-25.81541987742987,58.54020550542739,3.2342221352673355,2.3899208645070162,2.0441509787461025,2.395496497158673,0.8817019391597519,0.642814476040319,8.063064456849625,4.12096263715234,24.6,27.828762099669476,7.38,8.348628629900842,-25.81541987742987,58.54020550542739
7,26420,10,0.5,0.4,-24.963024724538588,58.284159870454076,4.805390274458524,2.1927521527330955,2.6689627229628323,2.6609247031585435,0.7640346275693191,0.6006566885985027,7.792625931478715,4.868390411878775,27.6,29.810065414218734,8.28,8.94301962426562,-24.963024724538588,58.284159870454076
8,27454,10,0.6,0.3,-37.43656613119241,46.77159498675995,2.871195365598773,1.462904757473632,1.426618493239428,1.8705775565789724,0.5116281697970793,0.2978785035716716,10.130363651578968,7.957731577013527,36.5,30.292738403782515,10.95,9.087821521134755,-37.43656613119241,46.77159498675995
9,28724,10,0.8,0.2,-2.8732017495123685,44.61085340597693,4.43224983095342,1.9697516218414832,1.4052251999108063,2.8364216899154266,0.4818370904219992,0.24127252893528991,7.476426459212509,3.158585126821677,17.0,8.602325267042627,5.1000000000000005,2.580697580112788,-2.8732017495123685,44.61085340597693
10,30160,10,0.4,0.6,-39.57039775926713,47.36137979678932,3.935851094999746,0.9862698863187745,1.6859115301122973,1.4355550600515181,0.49931641195799986,0.18655923957694065,8.241512245133796,3.5828378799091243,13.3,6.768308503607086,3.9899999999999993,2.030492551082126,-39.57039775926713,47.36137979678932
11,31905,10,0.7,0.3,4.005730231943594,53.50215203204114,3.6239035316402477,1.2922736548208413,1.0697214634426175,1.3876188139294852,0.3969169773300229,0.20187476706056512,7.5842380633475655,3.3670538733372544,12.7,5.330103188494571,3.81,1.5990309565483714,4.005730231943594,53.50215203204114
12,33692,10,0.7,0.3,13.44772516964232,61.59463655129816,3.8044813715693904,1.297842411470348,1.3421144347757894,1.7760274719974123,0.47923322166688254,0.31272945897967047,7.261941680790943,2.645040880384792,10.3,2.9681644159311658,3.0900000000000003,0.8904493247793498,13.44772516964232,61.59463655129816
13,35043,10,0.6,0.4,-0.3013594915257002,64.53817605045587,4.7226153810958404,2.5257106964270375,2.0176446688407546,3.089277403396306,0.8007944205399408,0.5927491785410536,8.496953519314015,4.875304678039034,10.2,5.635601121442148,3.06,1.6906803364326446,-0.3013594915257002,64.53817605045587
14,35919,10,0.8,0.2,17.541688990680676,49.72958884629947,3.98377901596893,1.3354515459456728,1.0072857862416673,1.5809163535308046,1.3344598386053783,0.7201462834702923,12.035942011876744,6.758773361168782,14.2,7.30479294709987,4.26,2.191437884129961,17.541688990680676,49.72958884629947
15,37058,10,0.5,0.5,22.983870160538448,49.24893903941769,4.645726769715408,1.5298355024099854,2.7462900389517504,2.7046941936738307,1.5686010213750592,0.9720424479722872,38.94112526284682,44.35144600530116,32.8,35.21306575690336,9.84,10.563919727071008,22.983870160538448,49.24893903941769
16,37998,10,0.4,0.6,-9.48070999704734,67.59529035070594,5.037891888994779,1.3425419567735477,3.0846416233434324,2.7269344117974703,0.9504728762454642,0.5136820591121666,11.34278757573052,6.489831766454433,12.6,7.1860976892886725,3.78,2.155829306786602,-9.48070999704734,67.59529035070594
17,38919,10,0.8,0.2,8.867121469547673,44.60220949333473,4.242257902444753,1.0317211400078397,0.7327907179784781,1.0476154966852027,1.0977034215639747,0.6902923105750705,12.612956851423567,4.925278834477418,16.4,6.499230723708768,4.919999999999999,1.9497692171126304,8.867121469547673,44.60220949333473
18,39750,10,0.5,0.5,-20.35403131729122,63.65140095342609,5.09827852992049,1.1318267967434172,2.0434017988099886,2.23047868454931,0.5968521517401769,0.3206302633711344,9.443309847481705,6.2309768157663274,10.5,7.102816342831906,3.1499999999999995,2.1308449028495713,-20.35403131729122,63.65140095342609
19,40654,10,0.9,0.1,55.59474222106286,44.43680552272061,3.5716447654124117,1.7748332393134332,0.4821258014592531,0.7641209906493763,0.6566871385335592,0.37852622562471666,8.4969591220652,4.740454422773719,8.4,4.317406628984581,2.52,1.2952219886953742,55.59474222106286,44.43680552272061
20,41446,10,0.7,0.3,14.463950503219584,72.72537108766997,4.889970896374768,2.3286966488669227,2.522769002409581,3.666753587049559,0.6107009006140501,0.47419080558690185,7.533336295772335,4.559634360081969,8.2,4.534313619501853,2.46,1.3602940858505561,14.463950503219584,72.72537108766997
21,42101,10,0.7,0.3,21.646681632545526,72.75602463766322,4.2543430011306596,1.2879867198271353,1.7055752511739286,2.4563624096262457,0.5350179665638406,0.2745744537142678,6.88729576644873,3.04268728884307,7.1,2.2561028345356955,2.13,0.6768308503607087,21.646681632545526,72.75602463766322
22,43308,10,0.9,0.1,33.22274144890842,51.67360212117558,3.8792318800601953,1.2586535034400403,0.6943925568143616,1.3970372391802044,0.9082244185381836,0.6158609466643563,11.086627067381468,6.908588858336714,17.0,21.693316943243143,5.1,6.507995082972943,33.22274144890842,51.67360212117558
23,44440,10,0.5,0.3,-14.098662750289146,72.38008280182423,3.2714134422637455,1.1077828550195907,1.7087411681650344,1.6813172266062277,0.4765034000227998,0.37150740792509046,9.729302251562832,7.919113728237613,32.6,40.74604275264041,9.78,12.223812825792121,-14.098662750289146,72.38008280182423
24,45834,10,0.6,0.4,9.079612801825814,70.62676212899204,3.9586121185268524,1.261346881607669,1.5146132927086486,1.8248334852336323,0.4809548145903001,0.239675724829643,7.583493546648886,3.9717685165568657,9.2,4.894895300208167,2.76,1.46846859006245,9.079612801825814,70.62676212899204
25,47192,10,0.7,0.2,25.726079446307864,60.51117002148908,2.886382085916047,1.6506765088209954,0.7466032896389223,0.8578206693476116,0.5258013381050015,0.39583266701192443,8.044785869275788,6.131564536564364,19.1,27.822472931067797,5.7299999999999995,8.346741879320337,25.726079446307864,60.51117002148908
26,48754,10,1.0,0.0,61.464814388338404,20.225251659120413,3.006867764649402,0.9951362039725024,0.21342693622315195,0.07610023702202698,0.3556049446774362,0.17992425664063183,6.552254314687675,2.817020451228832,8.8,4.707440918375928,2.6399999999999997,1.4122322755127785,61.464814388338404,20.225251659120413
27,49699,10,0.8,0.2,17.71509098942397,60.88741209789055,4.386004825941674,1.3775303574337667,1.269386621689136,2.5095413317525783,0.5798135608638089,0.3483602275007249,9.844394938257281,5.1929662168310315,13.0,10.583005244258363,3.900000000000001,3.1749015732775088,17.71509098942397,60.88741209789055
28,50600,10,0.9,0.1,38.90227297369694,43.38778454826275,4.538593678877348,0.7628925888097238,0.6685463286255799,1.2985826597615768,0.5932232495625989,0.28438130788642435,9.799816641045457,2.6250836137959874,11.7,3.2264531609803355,3.5099999999999993,0.9679359482941008,38.90227297369694,43.38778454826275
29,51771,10,1.0,0.0,62.487454588818125,20.394088563732744,2.762703959604021,0.8231190026384544,0.22476511430466678,0.06585327968888802,0.43691413735423434,0.11978243222563373,6.683260665280409,2.8993325962260648,9.2,5.81033561853358,2.7600000000000002,1.743100685560074,62.487454588818125,20.394088563732744
30,52628,10,1.0,0.0,48.965662105090814,17.71078554849557,3.641161913130935,0.963534867964429,0.19383624298532418,0.06226108858562947,0.9128129636413037,0.3471724968487973,10.21685695816084,2.962339795163706,12.4,3.97994974842648,3.72,1.193984924527944,48.965662105090814,17.71078554849557
31,53526,10,0.8,0.1,27.896992035957965,56.434032842536034,3.77015800691728,1.825263586777445,1.4099840022476267,2.347089905386094,0.6035900655965681,0.3203437286518069,10.980306341666289,10.320778963148804,18.8,27.425535546275118,5.64,8.227660663882535,27.896992035957965,56.434032842536034
